term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
adults,1,False,10,4,14,True,True,1,1.0,0.0,1,1.0,0.0,0.4286
advance,1,False,44,11,55,True,True,2,1.0476,0.213,1,1.0,0.0,0.6
advanced,1,False,23,10,33,True,True,3,1.2105,0.521,4,1.4286,1.0498,0.3939
advances,1,False,9,6,15,True,True,1,1.0,0.0,2,1.2,0.4,0.2
advancing,1,False,17,1,18,True,True,2,1.1333,0.3399,1,1.0,0.0,0.8889
advantage,1,False,24,12,36,True,True,2,1.0435,0.2039,1,1.0,0.0,0.3333
adversaries,1,False,9,2,11,True,True,2,1.2857,0.4518,1,1.0,0.0,0.6364
advertising,1,False,7,3,10,True,True,2,1.4,0.4899,1,1.0,0.0,0.4
advice,1,False,21,19,40,True,True,2,1.1053,0.3069,3,1.2667,0.6799,0.05
advised,1,False,10,3,13,True,True,1,1.0,0.0,1,1.0,0.0,0.5385
adviser,1,False,121,37,158,True,True,6,1.4578,0.9607,3,1.3704,0.5543,0.5316
advisers,1,False,25,8,33,True,True,4,1.1364,0.6249,2,1.3333,0.4714,0.5152
advisor,1,False,14,13,27,True,True,1,1.0,0.0,3,1.1818,0.575,0.037
advisory,1,False,11,0,11,True,False,1,1.0,0.0,0,0.0,0.0,1.0
advocacy,1,False,17,3,20,True,True,2,1.0625,0.2421,1,1.0,0.0,0.7
advocate,1,False,16,4,20,True,True,4,1.2308,0.7994,1,1.0,0.0,0.6
advocated,1,False,8,2,10,True,True,1,1.0,0.0,1,1.0,0.0,0.6
advocates,1,False,27,8,35,True,True,3,1.1739,0.4802,1,1.0,0.0,0.5429
afd,1,False,21,0,21,True,False,3,1.75,0.7217,0,0.0,0.0,1.0
affair,1,False,9,6,15,True,True,2,1.125,0.3307,1,1.0,0.0,0.2
affairs,1,False,82,20,102,True,True,2,1.0789,0.2697,2,1.1765,0.3812,0.6078
affect,1,False,27,10,37,True,True,2,1.08,0.2713,1,1.0,0.0,0.4595
affected,1,False,42,16,58,True,True,2,1.05,0.2179,3,1.3333,0.6236,0.4483
affecting,1,False,19,2,21,True,True,2,1.0556,0.2291,1,1.0,0.0,0.8095
afford,1,False,25,10,35,True,True,2,1.1364,0.3432,3,1.25,0.6614,0.4286
affordable,1,False,36,47,83,True,True,4,1.2414,0.6245,6,1.7407,1.2351,0.1325
afghan,1,False,18,14,32,True,True,5,1.6364,1.1499,14,14.0,0.0,0.125
afghanistan,1,False,63,21,84,True,True,9,2.1,1.7954,6,2.625,1.7275,0.5
afraid,1,False,7,15,22,True,True,2,1.1667,0.3727,2,1.25,0.433,0.3636
africa,1,False,102,7,109,True,True,16,2.04,2.4492,3,1.75,0.8292,0.8716
african,1,False,95,18,113,True,True,10,2.1111,2.068,4,1.3846,0.8356,0.6814
aftermath,1,False,15,12,27,True,True,1,1.0,0.0,3,1.3333,0.6667,0.1111
afternoon,1,False,25,11,36,True,True,4,1.1905,0.6633,1,1.0,0.0,0.3889
ag,1,False,5,9,14,True,True,3,1.6667,0.9428,3,1.5,0.7638,0.2857
age,1,False,39,19,58,True,True,4,1.4444,0.8315,2,1.0556,0.2291,0.3448
aged,1,False,12,2,14,True,True,3,1.3333,0.6667,1,1.0,0.0,0.7143
agencies,1,False,133,53,186,True,True,10,1.622,1.495,5,1.963,1.2317,0.4301
agency,1,False,248,59,307,True,True,7,1.3702,0.8801,7,1.6857,1.5075,0.6156
agenda,1,False,56,33,89,True,True,4,1.1915,0.5701,4,1.2222,0.6285,0.2584
agent,1,False,24,22,46,True,True,4,1.5,0.9354,6,2.0,1.4142,0.0435
agents,1,False,45,22,67,True,True,5,1.4062,0.9307,5,1.4667,1.0242,0.3433
aggression,1,False,24,7,31,True,True,2,1.1429,0.3499,2,1.1667,0.3727,0.5484
aggressive,1,False,29,10,39,True,True,3,1.16,0.463,2,1.1111,0.3143,0.4872
ago,1,False,151,64,215,True,True,4,1.1103,0.3772,3,1.1429,0.3977,0.4047
agree,1,False,50,38,88,True,True,2,1.1628,0.3692,5,1.4074,0.991,0.1364
agreed,1,False,188,27,215,True,True,5,1.2533,0.6238,3,1.125,0.439,0.7488
agreeing,1,False,17,2,19,True,True,1,1.0,0.0,1,1.0,0.0,0.7895
agreement,1,False,246,35,281,True,True,10,1.6849,1.4418,6,1.6667,1.2472,0.7509
agreements,1,False,28,9,37,True,True,3,1.1667,0.4714,3,1.5,0.7638,0.5135
agricultural,1,False,10,1,11,True,True,3,1.25,0.6614,1,1.0,0.0,0.8182
agriculture,1,False,16,2,18,True,True,6,1.4545,1.4374,1,1.0,0.0,0.7778
ahead,1,False,134,20,154,True,True,3,1.1167,0.3912,2,1.1765,0.3812,0.7403
ahmad,1,False,15,0,15,True,False,5,1.3636,1.1499,0,0.0,0.0,1.0
ahmed,1,False,14,0,14,True,False,2,1.0769,0.2665,0,0.0,0.0,1.0
aid,1,False,135,20,155,True,True,10,1.7308,1.5332,4,1.6667,1.1055,0.7419
aide,1,False,52,18,70,True,True,5,1.2381,0.7175,2,1.2,0.4,0.4857
aides,1,False,68,13,81,True,True,4,1.3077,0.6367,1,1.0,0.0,0.679
aiken,1,False,0,10,10,False,True,0,0.0,0.0,10,10.0,0.0,1.0
ailes,1,False,0,25,25,False,True,0,0.0,0.0,10,3.125,3.4437,1.0
aim,1,False,38,4,42,True,True,2,1.027,0.1622,1,1.0,0.0,0.8095
aimed,1,False,88,5,93,True,True,2,1.0602,0.2379,1,1.0,0.0,0.8925
aiming,1,False,12,1,13,True,True,1,1.0,0.0,1,1.0,0.0,0.8462
aims,1,False,22,0,22,True,False,1,1.0,0.0,0,0.0,0.0,1.0
air,1,False,175,65,240,True,True,6,1.5217,1.1371,12,1.8571,2.0722,0.4583
airbase,1,False,4,6,10,True,True,1,1.0,0.0,2,2.0,0.0,0.2
aircraft,1,False,44,16,60,True,True,6,1.2941,0.8921,4,1.7778,0.9162,0.4667
airline,1,False,19,2,21,True,True,4,1.5833,0.862,1,1.0,0.0,0.8095
airlines,1,False,18,3,21,True,True,5,2.0,1.4907,2,1.5,0.5,0.7143
airport,1,False,31,11,42,True,True,3,1.55,0.8047,2,1.1,0.3,0.4762
airports,1,False,17,8,25,True,True,2,1.2143,0.4103,2,1.3333,0.4714,0.36
airspace,1,False,9,3,12,True,True,3,1.5,0.7638,3,3.0,0.0,0.5
al,1,False,277,88,365,True,True,11,1.8844,1.532,15,3.0345,3.7184,0.5178
alabama,1,False,33,22,55,True,True,11,1.9412,2.4608,7,2.2,1.7776,0.2
alarm,1,False,13,3,16,True,True,3,1.1818,0.575,1,1.0,0.0,0.625
alarmed,1,False,13,2,15,True,True,1,1.0,0.0,1,1.0,0.0,0.7333
alaska,1,False,12,1,13,True,True,4,1.7143,1.0302,1,1.0,0.0,0.8462
alcohol,1,False,23,5,28,True,True,14,3.2857,4.4949,2,1.25,0.433,0.6429
alert,1,False,16,6,22,True,True,4,1.4545,0.8907,1,1.0,0.0,0.4545
alex,1,False,5,33,38,True,True,1,1.0,0.0,2,1.0645,0.2457,0.7368
alexander,1,False,35,2,37,True,True,7,1.5909,1.3704,1,1.0,0.0,0.8919
alexei,1,False,10,0,10,True,False,2,1.25,0.433,0,0.0,0.0,1.0
algeria,1,False,10,1,11,True,True,6,2.5,2.0616,1,1.0,0.0,0.8182
ali,1,False,27,8,35,True,True,2,1.08,0.2713,3,1.6,0.8,0.5429
aliens,1,False,2,14,16,True,True,1,1.0,0.0,6,2.0,1.6903,0.75
aligned,1,False,20,6,26,True,True,2,1.1111,0.3143,1,1.0,0.0,0.5385
alive,1,False,16,6,22,True,True,3,1.2308,0.5756,1,1.0,0.0,0.4545
allegation,1,False,5,7,12,True,True,1,1.0,0.0,2,1.1667,0.3727,0.1667
allegations,1,False,157,39,196,True,True,7,1.6354,1.0909,5,1.625,1.2183,0.602
alleged,1,False,59,58,117,True,True,3,1.2041,0.4508,4,1.2889,0.654,0.0085
allegedly,1,False,14,34,48,True,True,1,1.0,0.0,5,1.36,0.8429,0.4167
alleging,1,False,9,4,13,True,True,3,1.2857,0.6999,1,1.0,0.0,0.3846
alliance,1,False,95,10,105,True,True,3,1.338,0.6038,4,1.4286,1.0498,0.8095
alliances,1,False,10,1,11,True,True,2,1.1111,0.3143,1,1.0,0.0,0.8182
allied,1,False,32,5,37,True,True,2,1.1034,0.3045,1,1.0,0.0,0.7297
allies,1,False,183,37,220,True,True,5,1.3556,0.745,6,1.5417,1.1895,0.6636
allow,1,False,147,44,191,True,True,4,1.2458,0.5665,4,1.2941,0.787,0.5393
allowed,1,False,87,45,132,True,True,4,1.2429,0.5961,4,1.25,0.6821,0.3182
allowing,1,False,51,11,62,True,True,3,1.0625,0.3166,1,1.0,0.0,0.6452
allows,1,False,24,14,38,True,True,2,1.0435,0.2039,2,1.0769,0.2665,0.2632
ally,1,False,97,9,106,True,True,4,1.2125,0.5171,1,1.0,0.0,0.8302
alongside,1,False,35,10,45,True,True,1,1.0,0.0,2,1.25,0.433,0.5556
alt,1,False,2,27,29,True,True,1,1.0,0.0,7,1.9286,1.6675,0.8621
alter,1,False,9,2,11,True,True,1,1.0,0.0,1,1.0,0.0,0.6364
alternate,1,False,2,9,11,True,True,1,1.0,0.0,1,1.0,0.0,0.6364
alternative,1,False,49,20,69,True,True,2,1.0889,0.2846,5,1.4286,1.0498,0.4203
amal,1,False,0,10,10,False,True,0,0.0,0.0,8,5.0,3.0,1.0
amazing,1,False,6,18,24,True,True,1,1.0,0.0,2,1.0588,0.2353,0.5
amazon,1,False,12,19,31,True,True,5,2.4,1.7436,6,2.1111,1.7285,0.2258
ambassador,1,False,125,20,145,True,True,6,1.5244,1.0148,4,1.3333,0.7888,0.7241
ambition,1,False,9,2,11,True,True,2,1.2857,0.4518,1,1.0,0.0,0.6364
ambitions,1,False,14,2,16,True,True,2,1.0769,0.2665,1,1.0,0.0,0.75
ambitious,1,False,15,2,17,True,True,1,1.0,0.0,1,1.0,0.0,0.7647
amend,1,False,8,2,10,True,True,1,1.0,0.0,1,1.0,0.0,0.6
amendment,1,False,21,27,48,True,True,2,1.1667,0.3727,4,1.5,0.8333,0.125
amendments,1,False,26,3,29,True,True,12,2.0,2.9089,1,1.0,0.0,0.7931
america,1,False,140,276,416,True,True,4,1.3592,0.6806,10,1.7143,1.3302,0.3269
american,1,False,263,300,563,True,True,6,1.4611,0.8842,14,1.8072,1.7696,0.0657
americans,1,False,137,196,333,True,True,7,1.593,1.0607,10,1.6198,1.2146,0.1772
amid,1,False,71,6,77,True,True,2,1.0758,0.2646,1,1.0,0.0,0.8442
amnesty,1,False,24,3,27,True,True,3,1.2,0.5099,2,1.5,0.5,0.7778
amounted,1,False,13,5,18,True,True,1,1.0,0.0,1,1.0,0.0,0.4444
amounts,1,False,16,6,22,True,True,1,1.0,0.0,1,1.0,0.0,0.4545
ana,1,False,2,10,12,True,True,1,1.0,0.0,9,5.0,4.0,0.6667
analysis,1,False,26,32,58,True,True,2,1.1304,0.3368,3,1.5238,0.7315,0.1034
analyst,1,False,20,11,31,True,True,2,1.25,0.433,2,1.1,0.3,0.2903
analysts,1,False,48,1,49,True,True,3,1.2,0.4583,1,1.0,0.0,0.9592
anc,1,False,29,0,29,True,False,9,4.8333,3.3871,0,0.0,0.0,1.0
anchor,1,False,6,9,15,True,True,2,1.2,0.4,2,1.2857,0.4518,0.2
ancient,1,False,8,2,10,True,True,2,1.1429,0.3499,2,2.0,0.0,0.6
andres,1,False,15,0,15,True,False,7,1.875,1.9645,0,0.0,0.0,1.0
andrew,1,False,16,29,45,True,True,2,1.0667,0.2494,7,1.6111,1.5326,0.2889
andy,1,False,1,9,10,True,True,1,1.0,0.0,2,1.125,0.3307,0.8
angela,1,False,54,12,66,True,True,2,1.0189,0.1361,3,2.0,0.8165,0.6364
angeles,1,False,14,13,27,True,True,3,2.0,0.9258,2,1.0833,0.2764,0.037
anger,1,False,30,17,47,True,True,2,1.1111,0.3143,3,1.2143,0.5579,0.2766
angered,1,False,10,1,11,True,True,1,1.0,0.0,1,1.0,0.0,0.8182
angerer,1,False,0,13,13,False,True,0,0.0,0.0,1,1.0,0.0,1.0
angola,1,False,15,0,15,True,False,15,15.0,0.0,0,0.0,0.0,1.0
angry,1,False,14,32,46,True,True,1,1.0,0.0,4,1.5238,0.906,0.3913
animals,1,False,1,11,12,True,True,1,1.0,0.0,3,1.5714,0.7284,0.8333
ankara,1,False,48,4,52,True,True,4,1.6552,0.9569,2,1.3333,0.4714,0.8462
ann,1,False,3,23,26,True,True,1,1.0,0.0,9,2.0909,2.2745,0.7692
anne,1,False,1,10,11,True,True,1,1.0,0.0,8,5.0,3.0,0.8182
annexation,1,False,22,0,22,True,False,3,1.375,0.696,0,0.0,0.0,1.0
annexed,1,False,10,1,11,True,True,1,1.0,0.0,1,1.0,0.0,0.8182
anniversary,1,False,18,6,24,True,True,3,1.3846,0.7378,2,1.5,0.5,0.5
announce,1,False,32,8,40,True,True,2,1.0323,0.1767,2,1.1429,0.3499,0.6
announced,1,False,114,55,169,True,True,4,1.1068,0.392,3,1.2791,0.5424,0.3491
announcement,1,False,65,20,85,True,True,3,1.2745,0.5967,4,1.3333,0.8692,0.5294
announcing,1,False,20,6,26,True,True,2,1.0526,0.2233,1,1.0,0.0,0.5385
annual,1,False,57,14,71,True,True,3,1.1176,0.3782,2,1.0769,0.2665,0.6056
annually,1,False,12,1,13,True,True,1,1.0,0.0,1,1.0,0.0,0.8462
ano,1,False,23,0,23,True,False,8,3.8333,2.0344,0,0.0,0.0,1.0
anonymity,1,False,58,2,60,True,True,3,1.1837,0.4812,1,1.0,0.0,0.9333
anonymous,1,False,4,13,17,True,True,2,1.3333,0.4714,4,1.4444,0.9558,0.5294
answer,1,False,39,39,78,True,True,2,1.0263,0.1601,4,1.3929,0.8594,0.0
answered,1,False,10,5,15,True,True,2,1.25,0.433,1,1.0,0.0,0.3333
answering,1,False,5,5,10,True,True,1,1.0,0.0,1,1.0,0.0,0.0
answers,1,False,9,8,17,True,True,1,1.0,0.0,1,1.0,0.0,0.0588
anthem,1,False,23,36,59,True,True,8,2.0909,2.0651,14,4.0,3.9721,0.2203
anthony,1,False,19,17,36,True,True,2,1.0556,0.2291,3,1.4167,0.6401,0.0556
anti,1,False,197,120,317,True,True,11,1.5271,1.2394,9,1.9672,1.6592,0.2429
antifa,1,False,4,27,31,True,True,4,4.0,0.0,6,2.7,1.7916,0.7419
antonio,1,False,22,4,26,True,True,2,1.1,0.3,2,1.3333,0.4714,0.6923
anxiety,1,False,9,2,11,True,True,1,1.0,0.0,1,1.0,0.0,0.6364
anybody,1,False,9,14,23,True,True,2,1.125,0.3307,2,1.1667,0.3727,0.2174
anymore,1,False,6,19,25,True,True,1,1.0,0.0,3,1.1875,0.5266,0.52
anytime,1,False,7,3,10,True,True,2,1.1667,0.3727,1,1.0,0.0,0.4
aoun,1,False,35,0,35,True,False,7,2.6923,1.5877,0,0.0,0.0,1.0
ap,1,False,4,9,13,True,True,3,2.0,1.0,2,1.125,0.3307,0.3846
apart,1,False,22,14,36,True,True,2,1.0476,0.213,1,1.0,0.0,0.2222
apartment,1,False,12,6,18,True,True,2,1.2,0.4,2,1.5,0.5,0.3333
apec,1,False,13,0,13,True,False,3,1.4444,0.6849,0,0.0,0.0,1.0
apologize,1,False,6,15,21,True,True,1,1.0,0.0,2,1.1538,0.3608,0.4286
apologized,1,False,9,14,23,True,True,2,1.125,0.3307,2,1.4,0.4899,0.2174
apology,1,False,6,18,24,True,True,1,1.0,0.0,3,1.3846,0.7378,0.5
app,1,False,10,1,11,True,True,4,2.0,1.0954,1,1.0,0.0,0.8182
apparent,1,False,12,23,35,True,True,1,1.0,0.0,9,2.3,2.3685,0.3143
apparently,1,False,10,60,70,True,True,1,1.0,0.0,5,1.2,0.6325,0.7143
appeal,1,False,49,7,56,True,True,5,1.2564,0.8076,1,1.0,0.0,0.75
appealed,1,False,22,2,24,True,True,2,1.1,0.3,1,1.0,0.0,0.8333
appeals,1,False,52,1,53,True,True,12,1.6774,1.9901,1,1.0,0.0,0.9623
appear,1,False,41,28,69,True,True,2,1.1389,0.3458,3,1.3333,0.6424,0.1884
appearance,1,False,12,21,33,True,True,3,1.3333,0.6667,2,1.1053,0.3069,0.2727
appearances,1,False,9,7,16,True,True,5,1.8,1.6,2,1.1667,0.3727,0.125
appeared,1,False,88,41,129,True,True,3,1.1282,0.3707,3,1.1714,0.4463,0.3643
appearing,1,False,10,4,14,True,True,1,1.0,0.0,2,1.3333,0.4714,0.4286
appears,1,False,23,52,75,True,True,1,1.0,0.0,3,1.1304,0.3961,0.3867
applause,1,False,6,5,11,True,True,1,1.0,0.0,2,1.25,0.433,0.0909
apple,1,False,12,3,15,True,True,3,2.4,0.8,2,1.5,0.5,0.6
applicants,1,False,15,1,16,True,True,4,1.875,1.0533,1,1.0,0.0,0.875
application,1,False,17,3,20,True,True,3,1.3077,0.6057,2,1.5,0.5,0.7
applications,1,False,19,2,21,True,True,3,1.4615,0.7458,1,1.0,0.0,0.8095
applied,1,False,15,4,19,True,True,2,1.0714,0.2575,3,2.0,1.0,0.5789
applies,1,False,10,5,15,True,True,2,1.1111,0.3143,1,1.0,0.0,0.3333
apply,1,False,36,9,45,True,True,2,1.0588,0.2353,1,1.0,0.0,0.6
appoint,1,False,17,3,20,True,True,2,1.1333,0.3399,1,1.0,0.0,0.7
appointed,1,False,47,11,58,True,True,3,1.175,0.4409,1,1.0,0.0,0.6207
appointee,1,False,10,3,13,True,True,4,2.0,1.2649,2,1.5,0.5,0.5385
appointees,1,False,9,6,15,True,True,4,1.5,1.118,2,1.5,0.5,0.2
appointment,1,False,31,1,32,True,True,3,1.3478,0.6984,1,1.0,0.0,0.9375
appointments,1,False,12,1,13,True,True,4,1.3333,0.9428,1,1.0,0.0,0.8462
appreciate,1,False,4,9,13,True,True,1,1.0,0.0,3,1.2857,0.6999,0.3846
approach,1,False,60,17,77,True,True,3,1.1111,0.3685,2,1.2143,0.4103,0.5584
approached,1,False,9,5,14,True,True,1,1.0,0.0,1,1.0,0.0,0.2857
appropriate,1,False,19,9,28,True,True,2,1.1176,0.3222,2,1.125,0.3307,0.3571
appropriations,1,False,7,3,10,True,True,2,1.4,0.4899,1,1.0,0.0,0.4
approval,1,False,59,28,87,True,True,2,1.1132,0.3168,4,1.5556,0.9558,0.3563
approve,1,False,27,4,31,True,True,3,1.125,0.439,1,1.0,0.0,0.7419
approved,1,False,76,16,92,True,True,3,1.2258,0.4551,2,1.0667,0.2494,0.6522
