term,ngram_size,is_phrase,count_real,count_dubious,total_count,in_real,in_dubious,max_real,mean_real,stdev_real,max_dubious,mean_dubious,stdev_dubious,relevance_score
affairs,1,False,27,15,42,True,True,3,1.1739,0.4802,4,1.25,0.8292,0.2857
affect,1,False,7,4,11,True,True,2,1.1667,0.3727,1,1.0,0.0,0.2727
affected,1,False,10,13,23,True,True,2,1.25,0.433,2,1.1818,0.3857,0.1304
affecting,1,False,6,5,11,True,True,1,1.0,0.0,1,1.0,0.0,0.0909
affiliate,1,False,3,8,11,True,True,1,1.0,0.0,2,1.1429,0.3499,0.4545
affiliated,1,False,5,7,12,True,True,2,1.25,0.433,1,1.0,0.0,0.1667
afford,1,False,1,25,26,True,True,1,1.0,0.0,4,1.3158,0.7982,0.9231
affordable,1,False,14,15,29,True,True,2,1.2727,0.4454,3,1.25,0.5951,0.0345
afghan,1,False,2,18,20,True,True,1,1.0,0.0,18,18.0,0.0,0.8
afghanistan,1,False,19,17,36,True,True,2,1.4615,0.4985,4,1.5455,0.9875,0.0556
afraid,1,False,1,28,29,True,True,1,1.0,0.0,3,1.2727,0.5378,0.931
africa,1,False,4,7,11,True,True,2,1.3333,0.4714,1,1.0,0.0,0.2727
african,1,False,20,82,102,True,True,3,1.5385,0.7458,6,1.6735,1.1137,0.6078
aftermath,1,False,4,8,12,True,True,1,1.0,0.0,2,1.1429,0.3499,0.3333
afternoon,1,False,7,12,19,True,True,2,1.1667,0.3727,1,1.0,0.0,0.2632
age,1,False,12,38,50,True,True,1,1.0,0.0,5,1.52,1.0998,0.52
agencies,1,False,25,32,57,True,True,2,1.1905,0.3927,3,1.3333,0.5528,0.1228
agency,1,False,81,43,124,True,True,5,1.62,1.0176,4,1.3871,0.7902,0.3065
agenda,1,False,36,41,77,True,True,4,1.3333,0.7698,7,1.3667,1.2243,0.0649
agent,1,False,6,18,24,True,True,2,1.2,0.4,3,1.3846,0.6249,0.5
agents,1,False,16,29,45,True,True,6,2.2857,1.8295,6,1.6111,1.297,0.2889
aggressive,1,False,11,10,21,True,True,2,1.1,0.3,1,1.0,0.0,0.0476
ago,1,False,53,79,132,True,True,3,1.1277,0.3923,2,1.1618,0.3682,0.197
agree,1,False,13,41,54,True,True,1,1.0,0.0,3,1.1389,0.4185,0.5185
agreed,1,False,37,24,61,True,True,4,1.1935,0.6435,2,1.2,0.4,0.2131
agreement,1,False,73,14,87,True,True,8,1.587,1.2951,2,1.2727,0.4454,0.6782
agreements,1,False,14,6,20,True,True,2,1.0769,0.2665,3,1.5,0.866,0.4
agrees,1,False,4,11,15,True,True,2,1.3333,0.4714,2,1.1,0.3,0.4667
agriculture,1,False,14,3,17,True,True,3,1.75,0.8292,1,1.0,0.0,0.6471
ahead,1,False,66,32,98,True,True,3,1.1786,0.467,2,1.1034,0.3045,0.3469
aid,1,False,13,21,34,True,True,4,1.3,0.9,6,1.75,1.4216,0.2353
aide,1,False,21,18,39,True,True,3,1.1667,0.5,2,1.2857,0.4518,0.0769
aides,1,False,34,11,45,True,True,4,1.7895,1.0553,3,1.2222,0.6285,0.5111
aids,1,False,0,16,16,False,True,0,0.0,0.0,7,4.0,2.1213,1.0
ailes,1,False,4,19,23,True,True,4,4.0,0.0,12,9.5,2.5,0.6522
aim,1,False,12,11,23,True,True,1,1.0,0.0,1,1.0,0.0,0.0435
aimed,1,False,29,10,39,True,True,2,1.0357,0.1856,1,1.0,0.0,0.4872
air,1,False,31,64,95,True,True,6,1.3478,1.0471,6,1.5238,1.1389,0.3474
aircraft,1,False,13,3,16,True,True,6,1.8571,1.7261,1,1.0,0.0,0.625
aired,1,False,6,8,14,True,True,2,1.2,0.4,1,1.0,0.0,0.1429
al,1,False,27,37,64,True,True,7,1.5,1.3844,8,1.9474,2.0894,0.1562
alabama,1,False,14,24,38,True,True,4,1.4,0.9165,11,2.6667,3.0185,0.2632
alaska,1,False,9,3,12,True,True,3,1.2857,0.6999,1,1.0,0.0,0.5
alex,1,False,2,35,37,True,True,1,1.0,0.0,4,1.3462,0.7816,0.8919
ali,1,False,2,15,17,True,True,1,1.0,0.0,11,3.0,4.0,0.7647
aliens,1,False,1,15,16,True,True,1,1.0,0.0,3,1.3636,0.7714,0.875
aligned,1,False,9,4,13,True,True,5,1.8,1.6,1,1.0,0.0,0.3846
alike,1,False,7,7,14,True,True,1,1.0,0.0,1,1.0,0.0,0.0
alive,1,False,7,24,31,True,True,3,1.4,0.8,2,1.0909,0.2875,0.5484
allegations,1,False,26,40,66,True,True,5,1.3,0.9,5,1.6,0.9381,0.2121
alleged,1,False,11,39,50,True,True,2,1.1,0.3,4,1.3,0.8226,0.56
allegedly,1,False,4,28,32,True,True,2,1.3333,0.4714,4,1.3333,0.7766,0.75
allen,1,False,3,7,10,True,True,1,1.0,0.0,5,3.5,1.5,0.4
alliance,1,False,24,4,28,True,True,7,2.0,1.5811,1,1.0,0.0,0.7143
allies,1,False,34,27,61,True,True,4,1.5455,0.8907,4,1.5,1.0138,0.1148
allow,1,False,55,69,124,True,True,4,1.2791,0.6586,3,1.1695,0.4179,0.1129
allowed,1,False,29,76,105,True,True,4,1.3182,0.6998,5,1.2063,0.6704,0.4476
allowing,1,False,22,20,42,True,True,2,1.1,0.3,2,1.1111,0.3143,0.0476
allows,1,False,10,14,24,True,True,1,1.0,0.0,1,1.0,0.0,0.1667
ally,1,False,18,11,29,True,True,1,1.0,0.0,1,1.0,0.0,0.2414
alongside,1,False,9,13,22,True,True,2,1.125,0.3307,2,1.0833,0.2764,0.1818
alt,1,False,14,16,30,True,True,13,7.0,6.0,7,2.2857,2.0504,0.0667
alternative,1,False,22,16,38,True,True,3,1.2222,0.5329,2,1.0667,0.2494,0.1579
amazing,1,False,5,29,34,True,True,1,1.0,0.0,2,1.1154,0.3195,0.7059
amazon,1,False,3,12,15,True,True,2,1.5,0.5,8,3.0,2.9155,0.6
ambassador,1,False,33,18,51,True,True,3,1.65,0.6538,4,1.5,0.9574,0.2941
ambush,1,False,1,9,10,True,True,1,1.0,0.0,7,3.0,2.8284,0.8
amendment,1,False,34,60,94,True,True,8,2.4286,1.8014,5,1.7143,1.0842,0.2766
amendments,1,False,6,7,13,True,True,3,2.0,0.8165,2,1.1667,0.3727,0.0769
america,1,False,89,416,505,True,True,4,1.2899,0.5673,11,1.7553,1.315,0.6475
american,1,False,192,396,588,True,True,5,1.641,0.9102,18,1.9038,1.9905,0.3469
americans,1,False,117,233,350,True,True,11,1.625,1.585,9,1.543,1.1261,0.3314
amid,1,False,16,6,22,True,True,2,1.0667,0.2494,1,1.0,0.0,0.4545
amiri,1,False,0,10,10,False,True,0,0.0,0.0,10,10.0,0.0,1.0
ammon,1,False,0,14,14,False,True,0,0.0,0.0,4,1.75,1.0897,1.0
ammunition,1,False,6,9,15,True,True,2,1.2,0.4,3,1.5,0.7638,0.2
amounts,1,False,3,12,15,True,True,2,1.5,0.5,2,1.2,0.4,0.6
analysis,1,False,13,47,60,True,True,1,1.0,0.0,6,1.4242,0.9857,0.5667
analyst,1,False,11,13,24,True,True,2,1.2222,0.4157,4,1.3,0.9,0.0833
analysts,1,False,25,11,36,True,True,3,1.25,0.5362,2,1.2222,0.4157,0.3889
anchor,1,False,7,6,13,True,True,4,1.75,1.299,1,1.0,0.0,0.0769
anderson,1,False,5,14,19,True,True,2,1.25,0.433,5,2.0,1.4142,0.4737
andrew,1,False,9,22,31,True,True,1,1.0,0.0,4,1.2222,0.7115,0.4194
andrews,1,False,1,16,17,True,True,1,1.0,0.0,12,8.0,4.0,0.8824
angela,1,False,7,3,10,True,True,1,1.0,0.0,1,1.0,0.0,0.4
angeles,1,False,19,19,38,True,True,4,1.9,1.1358,3,1.4615,0.7458,0.0
anger,1,False,16,15,31,True,True,3,1.3333,0.6236,4,1.25,0.8292,0.0323
angered,1,False,9,5,14,True,True,2,1.125,0.3307,2,1.25,0.433,0.2857
angerer,1,False,0,12,12,False,True,0,0.0,0.0,1,1.0,0.0,1.0
angry,1,False,3,42,45,True,True,1,1.0,0.0,2,1.1053,0.3069,0.8667
animal,1,False,2,10,12,True,True,1,1.0,0.0,4,1.6667,1.1055,0.6667
animals,1,False,3,14,17,True,True,2,1.5,0.5,4,1.4,0.9165,0.6471
ann,1,False,2,24,26,True,True,1,1.0,0.0,8,2.0,2.0,0.8462
anniversary,1,False,2,13,15,True,True,2,2.0,0.0,2,1.3,0.4583,0.7333
announce,1,False,10,6,16,True,True,4,1.6667,1.1055,1,1.0,0.0,0.25
announced,1,False,36,45,81,True,True,2,1.0588,0.2353,2,1.0227,0.149,0.1111
announcement,1,False,21,19,40,True,True,2,1.1667,0.3727,3,1.2667,0.6799,0.05
announcing,1,False,9,8,17,True,True,1,1.0,0.0,1,1.0,0.0,0.0588
annual,1,False,18,23,41,True,True,2,1.0588,0.2353,2,1.0952,0.2935,0.122
anonymity,1,False,16,7,23,True,True,1,1.0,0.0,2,1.1667,0.3727,0.3913
anonymous,1,False,1,24,25,True,True,1,1.0,0.0,5,1.8462,1.5614,0.92
answer,1,False,11,51,62,True,True,1,1.0,0.0,3,1.2439,0.531,0.6452
answered,1,False,5,5,10,True,True,2,1.25,0.433,1,1.0,0.0,0.0
answers,1,False,2,14,16,True,True,1,1.0,0.0,1,1.0,0.0,0.75
anthem,1,False,3,14,17,True,True,2,1.5,0.5,3,2.3333,0.7454,0.6471
anthony,1,False,2,14,16,True,True,1,1.0,0.0,5,1.5556,1.2571,0.75
anti,1,False,57,163,220,True,True,5,1.2667,0.8537,10,1.6804,1.4036,0.4818
antonin,1,False,13,10,23,True,True,3,1.1818,0.575,2,1.25,0.433,0.1304
anxiety,1,False,6,4,10,True,True,3,2.0,0.8165,1,1.0,0.0,0.2
anybody,1,False,5,33,38,True,True,2,1.25,0.433,2,1.1,0.3,0.7368
anymore,1,False,7,21,28,True,True,2,1.1667,0.3727,2,1.1053,0.3069,0.5
ap,1,False,3,13,16,True,True,3,3.0,0.0,5,1.8571,1.4569,0.625
apart,1,False,11,17,28,True,True,1,1.0,0.0,2,1.1333,0.3399,0.2143
apartment,1,False,2,10,12,True,True,1,1.0,0.0,3,1.6667,0.7454,0.6667
apologize,1,False,5,15,20,True,True,1,1.0,0.0,2,1.25,0.433,0.5
apologized,1,False,8,11,19,True,True,1,1.0,0.0,2,1.2222,0.4157,0.1579
apology,1,False,2,11,13,True,True,2,2.0,0.0,2,1.2222,0.4157,0.6923
app,1,False,7,5,12,True,True,4,2.3333,1.2472,2,1.6667,0.4714,0.1667
apparent,1,False,5,23,28,True,True,1,1.0,0.0,5,1.4375,1.0588,0.6429
apparently,1,False,11,79,90,True,True,2,1.1,0.3,2,1.0972,0.2963,0.7556
appeal,1,False,21,20,41,True,True,2,1.1667,0.3727,3,1.3333,0.5963,0.0244
appeals,1,False,32,26,58,True,True,8,2.0,2.0,8,1.625,1.691,0.1034
appear,1,False,20,35,55,True,True,3,1.1111,0.4581,2,1.0938,0.2915,0.2727
appearance,1,False,12,23,35,True,True,2,1.2,0.4,2,1.0455,0.2083,0.3143
appeared,1,False,25,56,81,True,True,2,1.087,0.2818,3,1.098,0.3573,0.3827
appearing,1,False,6,14,20,True,True,1,1.0,0.0,2,1.0769,0.2665,0.4
appears,1,False,14,63,77,True,True,2,1.0769,0.2665,4,1.26,0.5589,0.6364
applause,1,False,8,4,12,True,True,2,1.1429,0.3499,1,1.0,0.0,0.3333
apple,1,False,17,4,21,True,True,7,2.8333,2.1148,3,2.0,1.0,0.619
applicants,1,False,7,3,10,True,True,4,3.5,0.5,1,1.0,0.0,0.4
applied,1,False,7,8,15,True,True,1,1.0,0.0,2,1.1429,0.3499,0.0667
apply,1,False,8,14,22,True,True,2,1.1429,0.3499,2,1.1667,0.3727,0.2727
applying,1,False,2,8,10,True,True,1,1.0,0.0,2,1.3333,0.4714,0.6
appointed,1,False,13,11,24,True,True,2,1.1818,0.3857,2,1.2222,0.4157,0.0833
appointee,1,False,7,3,10,True,True,2,1.1667,0.3727,1,1.0,0.0,0.4
appointees,1,False,9,1,10,True,True,8,4.5,3.5,1,1.0,0.0,0.8
appointment,1,False,23,10,33,True,True,3,1.5333,0.718,4,1.6667,1.1055,0.3939
apprentice,1,False,6,7,13,True,True,1,1.0,0.0,1,1.0,0.0,0.0769
approach,1,False,24,23,47,True,True,2,1.2,0.4,2,1.0455,0.2083,0.0213
approached,1,False,0,10,10,False,True,0,0.0,0.0,1,1.0,0.0,1.0
approaches,1,False,4,6,10,True,True,1,1.0,0.0,1,1.0,0.0,0.2
appropriate,1,False,6,19,25,True,True,1,1.0,0.0,1,1.0,0.0,0.52
approval,1,False,18,10,28,True,True,2,1.125,0.3307,1,1.0,0.0,0.2857
approve,1,False,15,7,22,True,True,2,1.1538,0.3608,2,1.1667,0.3727,0.3636
approved,1,False,27,10,37,True,True,3,1.2857,0.6281,2,1.1111,0.3143,0.4595
approximately,1,False,0,12,12,False,True,0,0.0,0.0,4,1.5,1.0,1.0
april,1,False,60,52,112,True,True,15,2.0,2.9212,3,1.3684,0.6657,0.0714
arab,1,False,11,5,16,True,True,6,2.2,1.9391,3,1.6667,0.9428,0.375
arabia,1,False,17,11,28,True,True,3,1.8889,0.5666,4,2.2,1.1662,0.2143
arbor,1,False,0,11,11,False,True,0,0.0,0.0,9,5.5,3.5,1.0
area,1,False,21,47,68,True,True,4,1.4,0.8794,4,1.3056,0.7,0.3824
areas,1,False,27,26,53,True,True,3,1.35,0.5723,3,1.3,0.5568,0.0189
aren,1,False,0,62,62,False,True,0,0.0,0.0,3,1.0877,0.3876,1.0
arena,1,False,6,10,16,True,True,1,1.0,0.0,2,1.25,0.433,0.25
argentina,1,False,5,5,10,True,True,3,1.6667,0.9428,1,1.0,0.0,0.0
argue,1,False,7,21,28,True,True,1,1.0,0.0,2,1.1053,0.3069,0.5
argued,1,False,16,15,31,True,True,1,1.0,0.0,1,1.0,0.0,0.0323
arguing,1,False,8,15,23,True,True,1,1.0,0.0,2,1.0714,0.2575,0.3043
argument,1,False,9,33,42,True,True,1,1.0,0.0,3,1.32,0.6765,0.5714
arguments,1,False,7,8,15,True,True,2,1.1667,0.3727,3,1.3333,0.7454,0.0667
arizona,1,False,27,31,58,True,True,4,1.5882,0.8443,4,1.24,0.6499,0.069
arkansas,1,False,12,16,28,True,True,4,1.7143,1.0302,5,1.7778,1.3147,0.1429
arm,1,False,7,16,23,True,True,1,1.0,0.0,6,2.0,1.6583,0.3913
armed,1,False,23,55,78,True,True,3,1.2778,0.5583,4,1.6667,0.8762,0.4103
arms,1,False,17,20,37,True,True,3,1.2143,0.5579,2,1.1111,0.3143,0.0811
army,1,False,35,29,64,True,True,6,1.5217,1.1747,4,1.8125,1.0735,0.0938
arndt,1,False,0,12,12,False,True,0,0.0,0.0,12,12.0,0.0,1.0
arrangement,1,False,14,1,15,True,True,4,2.0,1.3093,1,1.0,0.0,0.8667
arrest,1,False,4,33,37,True,True,2,1.3333,0.4714,7,1.5,1.3734,0.7838
arrested,1,False,2,62,64,True,True,1,1.0,0.0,3,1.6316,0.7753,0.9375
arrests,1,False,2,16,18,True,True,1,1.0,0.0,3,1.3333,0.6236,0.7778
arrive,1,False,1,10,11,True,True,1,1.0,0.0,3,1.6667,0.9428,0.8182
arrived,1,False,5,23,28,True,True,1,1.0,0.0,7,1.6429,1.586,0.6429
art,1,False,8,17,25,True,True,5,2.0,1.7321,5,1.3077,1.0659,0.36
article,1,False,23,47,70,True,True,2,1.0455,0.2083,5,1.4688,0.9349,0.3429
articles,1,False,1,13,14,True,True,1,1.0,0.0,2,1.3,0.4583,0.8571
artist,1,False,4,17,21,True,True,1,1.0,0.0,3,1.2143,0.5579,0.619
ashby,1,False,0,10,10,False,True,0,0.0,0.0,10,10.0,0.0,1.0
asia,1,False,27,2,29,True,True,3,1.2273,0.5163,1,1.0,0.0,0.8621
asian,1,False,15,4,19,True,True,3,1.25,0.5951,1,1.0,0.0,0.5789
aside,1,False,7,14,21,True,True,2,1.1667,0.3727,1,1.0,0.0,0.3333
ask,1,False,21,69,90,True,True,2,1.1053,0.3069,4,1.15,0.477,0.5333
asked,1,False,91,159,250,True,True,3,1.1974,0.4298,5,1.3475,0.7408,0.272
asking,1,False,13,64,77,True,True,1,1.0,0.0,3,1.1636,0.4578,0.6623
asks,1,False,3,22,25,True,True,1,1.0,0.0,2,1.0476,0.213,0.76
aspects,1,False,5,10,15,True,True,1,1.0,0.0,3,1.25,0.6614,0.3333
ass,1,False,0,17,17,False,True,0,0.0,0.0,1,1.0,0.0,1.0
assad,1,False,5,9,14,True,True,4,2.5,1.5,4,2.25,1.299,0.2857
assange,1,False,0,13,13,False,True,0,0.0,0.0,5,4.3333,0.4714,1.0
assassination,1,False,3,12,15,True,True,2,1.5,0.5,2,1.3333,0.4714,0.6
assault,1,False,12,60,72,True,True,1,1.0,0.0,5,1.5385,1.0088,0.6667
assaulted,1,False,1,11,12,True,True,1,1.0,0.0,2,1.1,0.3,0.8333
assaulting,1,False,1,9,10,True,True,1,1.0,0.0,2,1.125,0.3307,0.8
assaults,1,False,1,11,12,True,True,1,1.0,0.0,2,1.375,0.4841,0.8333
assembly,1,False,9,4,13,True,True,2,1.2857,0.4518,2,1.3333,0.4714,0.3846
assertion,1,False,3,10,13,True,True,1,1.0,0.0,1,1.0,0.0,0.5385
assessment,1,False,1,9,10,True,True,1,1.0,0.0,2,1.125,0.3307,0.8
assets,1,False,19,6,25,True,True,5,1.5833,1.1873,2,1.2,0.4,0.52
assistance,1,False,4,16,20,True,True,1,1.0,0.0,3,1.2308,0.5756,0.6
assistant,1,False,12,8,20,True,True,2,1.0909,0.2875,3,1.6,0.8,0.2
associate,1,False,4,7,11,True,True,1,1.0,0.0,1,1.0,0.0,0.2727
associated,1,False,13,22,35,True,True,2,1.1818,0.3857,2,1.0476,0.213,0.2571
associates,1,False,2,14,16,True,True,1,1.0,0.0,7,2.3333,2.1344,0.75
association,1,False,35,19,54,True,True,3,1.2963,0.6563,4,1.1875,0.7262,0.2963
assume,1,False,3,14,17,True,True,1,1.0,0.0,3,1.1667,0.5528,0.6471
assuming,1,False,4,7,11,True,True,1,1.0,0.0,1,1.0,0.0,0.2727
assured,1,False,4,7,11,True,True,1,1.0,0.0,2,1.1667,0.3727,0.2727
asylum,1,False,5,6,11,True,True,4,2.5,1.5,5,3.0,2.0,0.0909
atlantic,1,False,21,7,28,True,True,5,1.6154,1.1461,2,1.4,0.4899,0.5
atomic,1,False,8,3,11,True,True,3,1.6,0.8,1,1.0,0.0,0.4545
attack,1,False,59,123,182,True,True,4,1.439,0.7978,6,1.4471,0.914,0.3516
attacked,1,False,13,37,50,True,True,2,1.0833,0.2764,3,1.2333,0.4955,0.48
attackers,1,False,3,8,11,True,True,1,1.0,0.0,5,2.0,1.7321,0.4545
attacking,1,False,7,33,40,True,True,2,1.4,0.4899,2,1.0312,0.174,0.65
attacks,1,False,75,72,147,True,True,7,1.6667,1.4142,5,1.5,0.9129,0.0204
attempt,1,False,19,54,73,True,True,1,1.0,0.0,3,1.102,0.4162,0.4795
attempted,1,False,5,20,25,True,True,2,1.25,0.433,2,1.1111,0.3143,0.6
attempting,1,False,1,25,26,True,True,1,1.0,0.0,3,1.25,0.6225,0.9231
attempts,1,False,5,22,27,True,True,1,1.0,0.0,2,1.0476,0.213,0.6296
